score,class,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO,code_copy,code_execution,code_paste,code_speed,notebook_open,tree_open,AssertionError,AttributeError,AxisError,ConversionError,DataError,EmptyDataError,Exception,FileNotFoundError,HTTPError,ImportError,IndentationError,IndexError,IndexingError,InvalidURL,KeyError,KeyboardInterrupt,ModuleNotFoundError,NameError,OSError,OverflowError,ParserError,RecursionError,RuntimeError,SelectorSyntaxError,SpecificationError,StopIteration,SyntaxError,TabError,TclError,TypeError,UFuncTypeError,UnboundLocalError,UndefinedVariableError,ValueError,WebDriverException,XLRDError,ZeroDivisionError,codeLength,Viscode-login_times,Viscode-execute_times,Viscode-open_file_times,Viscode-success_run,Viscode-failed_run,Viscode-error_types,Viscode-spent_time
85,b,4.0,4,2.0,3,4.0,4.0,4,2,4,4.0,3,4.0,4.0,4,4,4,4.0,4,4,4,4,4,4,4.0,4.0,4.0,1,1,1,1.0,1,5,5,4,4,2,2,3,2,3,2,2,3,5,5,2,4,5,4,5,2,5,5,5,4,4,3,5,2,4,5,5,3,2,5,4,4,4,4,4,2,3,4,2,3,2,5,5,5,4.0,3,5,5,5.0,3,4,3,4.0,4,4,5.0,3,4,2.0,4.0,3.0,3.0,3.0,4,2,3,5.0,3,2.0,2,1.0,4.0,5.0,2.0,5,5,3,2,3,4,4,2,1,1.0,5,1,5,3,3,3,5,3,4,2,2,143,20,0,0,1,19,0,113,0,1,10,2,1,0,0,1982,1,162,0,30,682,0,0,0,0,244,441,463,1076,44,34,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1740.0,78,1226,44.0,1167,59.0,8.0,2882.425225
80,b,4.0,4,4.0,5,5.0,5.0,5,5,4,4.0,4,4.0,4.0,5,4,3,4.0,4,4,4,5,4,3,4.0,4.0,4.0,5,5,5,4.0,4,3,3,3,3,3,2,3,4,4,2,3,4,3,3,3,4,4,4,3,3,4,4,3,3,1,3,3,2,3,3,4,3,3,3,3,4,4,4,4,4,2,3,4,4,3,2,2,2,4.0,4,4,4,3.0,4,4,4,4.0,4,5,3.0,3,4,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,4.0,4.0,4,4,4,4,4,4,5,2,2,3.0,5,3,4,4,4,4,5,4,5,4,0,450,30,14,0,0,17,0,189,0,0,15,0,1,0,0,3328,2,237,0,10,1533,0,0,0,0,194,311,172,1695,78,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2753.0,107,784,78.0,720,64.0,5.0,1214.227302
78,b,4.0,4,4.0,4,3.0,3.0,3,3,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3.0,3.0,3.0,3,3,3,3.0,3,3,4,3,3,2,2,4,4,3,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,3,2,3,5.0,5,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,3,3.0,3.0,3.0,3.0,3,4,4,4,4,4,4,2,2,2.0,4,2,4,4,4,4,4,2,4,4,2,399,37,2,0,0,42,0,256,0,2,64,3,0,0,0,4956,0,339,0,1,2659,0,0,0,0,520,581,398,2988,159,61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6060.0,220,1719,159.0,1572,147.0,9.0,3071.642665
84,b,5.0,5,5.0,4,5.0,4.0,5,5,4,5.0,4,4.0,5.0,5,5,5,5.0,5,5,5,5,5,5,5.0,5.0,5.0,5,5,5,5.0,5,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,4,4,5,5.0,4,4,4,5.0,4,5,4.0,4,4,5.0,5.0,5.0,5.0,4.0,4,5,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,5,4,4,4,4,4,4,4,5.0,4,4,4,5,4,4,5,4,5,4,1,23,30,1,0,0,11,0,65,0,1,0,1,0,0,0,1122,3,134,0,5,523,0,0,0,0,158,221,207,750,53,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491.0,92,678,53.0,657,21.0,4.0,1394.036322
89,b,3.0,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.0,2,2,2,2.0,2,2,2,2.0,2,2,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2,2,2.0,2,2.0,2,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,2.0,2,2,2,2,2,2,2,2,2,2,8,393,37,0,0,10,30,0,116,2,0,11,0,2,0,0,3490,0,290,0,73,1305,0,0,0,0,191,450,210,2279,77,36,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2082.0,113,964,77.0,867,97.0,8.0,2491.943455
82,b,4.0,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3.0,3.0,3.0,3,3,3,3.0,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3.0,3,3,3,3.0,3,3,3.0,3,3,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,5,312,32,27,0,1,28,1,238,0,5,16,1,1,0,0,4244,1,270,0,0,2176,0,0,0,7,176,871,293,1942,89,59,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,6.0,0.0,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5737.0,148,1488,89.0,1248,240.0,8.0,6097.370641
58,b,4.0,4,5.0,4,3.0,3.0,3,3,5,5.0,4,5.0,4.0,5,4,4,5.0,5,3,3,4,4,3,3.0,4.0,3.0,4,4,3,3.0,3,4,4,3,3,4,4,3,3,3,2,4,3,5,4,3,4,4,5,5,3,4,4,3,5,3,4,4,4,5,5,5,4,5,5,5,5,3,4,4,3,3,4,3,4,4,1,2,4,4.0,4,5,5,3.0,4,4,1,3.0,4,5,5.0,2,4,3.0,4.0,5.0,5.0,5.0,4,3,5,4.0,3,4.0,3,4.0,4.0,4.0,5.0,3,3,4,4,2,3,4,4,2,3.0,4,3,4,4,4,4,3,4,4,4,5,422,20,42,0,1,1,0,86,0,5,0,1,0,0,0,2160,0,168,0,55,690,0,0,0,1,6,126,22,862,37,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2527.0,56,210,37.0,152,58.0,5.0,483.382307
96,b,5.0,5,5.0,4,5.0,5.0,5,2,5,5.0,5,5.0,5.0,5,5,5,5.0,5,5,5,5,5,5,4.0,5.0,4.0,1,1,3,1.0,3,5,3,3,5,4,5,5,2,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,3,5,5,5,5,5,5,4,5,5,4,4,5,2,1,5,4,4,3,5,5,5,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,4,5,5.0,5.0,5.0,5.0,5.0,2,5,5,5.0,3,5.0,5,2.0,5.0,5.0,5.0,5,5,5,3,5,5,4,2,1,1.0,5,1,5,4,3,3,3,5,5,5,1,417,35,22,0,0,19,0,137,0,1,69,4,7,0,0,1897,2,192,0,18,431,0,0,0,0,27,136,45,312,18,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3037.0,37,245,18.0,234,11.0,4.0,800.288823
67,b,4.0,4,5.0,4,4.0,3.0,5,4,3,5.0,4,4.0,5.0,4,4,4,4.0,4,3,2,4,2,2,3.0,2.0,2.0,3,4,4,5.0,5,1,3,3,3,3,3,3,3,3,2,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4.0,5,5,5,2.0,4,4,4,5.0,4,5,5.0,3,5,3.0,3.0,5.0,4.0,2.0,4,4,4,4.0,2,4.0,4,4.0,5.0,4.0,4.0,2,4,2,5,2,2,4,1,1,3.0,4,4,4,4,1,1,4,2,5,2,64,400,36,26,0,106,77,1,208,0,6,23,1,2,0,0,4614,1,316,0,0,2285,0,0,0,9,168,757,205,2965,103,54,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,26.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4762.0,157,1287,103.0,1109,178.0,9.0,3442.13687
90,b,4.0,5,5.0,3,5.0,5.0,5,5,3,4.0,4,4.0,5.0,4,3,5,5.0,5,5,4,4,4,4,4.0,4.0,4.0,5,5,4,4.0,4,1,5,1,4,1,1,1,3,1,1,1,1,1,1,1,3,3,4,5,1,2,5,2,1,1,1,1,1,3,1,5,5,1,2,2,4,3,4,3,4,1,3,1,3,1,1,1,1,5.0,5,5,5,5.0,1,5,5,5.0,5,5,5.0,5,5,3.0,5.0,1.0,3.0,5.0,1,5,5,5.0,5,4.0,5,3.0,5.0,5.0,5.0,5,4,4,5,5,5,5,1,1,5.0,5,1,4,1,1,1,5,5,5,5,7,429,88,14,0,1,86,1,355,0,7,156,4,6,0,0,5187,5,475,0,231,2244,0,1,0,12,546,3204,856,10343,523,144,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,3.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,1.0,0.0,125.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,9463.0,667,5273,523.0,4679,594.0,11.0,19309.816882
74,b,1.0,1,5.0,1,5.0,5.0,5,5,5,5.0,3,5.0,4.0,3,3,3,3.0,3,5,1,5,1,3,3.0,4.0,3.0,4,5,5,5.0,3,3,1,1,5,1,4,1,1,1,4,1,1,5,3,1,5,5,5,5,1,1,5,5,5,3,1,1,4,5,5,3,1,5,1,1,1,3,3,5,5,1,5,3,5,3,1,4,1,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5,5.0,5,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,3.0,5,3,5,5,5,5,5,1,5,5,1,100,24,20,0,0,5,1,102,3,1,22,0,189,0,0,1989,25,139,0,35,840,0,2,0,0,126,596,355,1553,45,28,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1853.0,73,1150,45.0,1014,136.0,8.0,4034.89397
88,b,4.0,4,4.0,4,5.0,4.0,5,5,4,4.0,5,5.0,5.0,5,4,4,4.0,4,5,4,4,4,4,4.0,4.0,4.0,3,3,3,3.0,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,5,3,5.0,5.0,5.0,5.0,5.0,5,5,4,4.0,4,4.0,4,4.0,4.0,5.0,5.0,5,5,5,2,5,5,5,2,1,2.0,5,2,5,2,2,2,3,2,5,5,5,550,71,60,0,3,58,4,163,0,4,64,7,1,0,1,3706,1,428,0,104,909,0,53,12,21,208,512,317,1400,192,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2265.0,263,1300,192.0,1087,213.0,6.0,3245.663688
67,b,3.0,3,4.0,4,4.0,3.0,3,3,4,4.0,3,4.0,3.0,4,4,3,3.0,3,3,2,3,2,2,3.0,2.0,2.0,3,3,2,3.0,3,2,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,3,3,3,2,2,3,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,3,3,3,1,3,3,3,2,2,3,2,3.0,3,3,3,3.0,3,3,3,3.0,3,4,4.0,4,4,3.0,3.0,3.0,3.0,4.0,4,4,3,3.0,2,2.0,3,3.0,3.0,3.0,3.0,2,3,3,3,3,3,4,3,3,3.0,3,4,3,2,2,2,3,2,4,3,10,852,28,0,0,0,50,0,102,0,10,44,2,9,0,15,2111,18,160,0,14,1125,0,0,0,0,193,816,318,2758,120,58,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3296.0,178,1505,120.0,1320,185.0,7.0,5081.859304
76,b,4.0,5,4.0,5,5.0,5.0,5,5,4,4.0,4,5.0,4.0,5,5,4,5.0,4,4,3,4,4,4,4.0,4.0,4.0,4,5,3,4.0,4,2,4,2,2,4,2,2,2,3,2,2,2,5,2,2,2,4,4,4,2,2,4,2,2,2,2,2,4,4,2,4,2,5,4,2,4,4,2,4,4,1,1,2,2,1,1,1,1,4.0,4,3,4,4.0,3,3,4,5.0,4,4,4.0,4,3,4.0,4.0,4.0,4.0,4.0,5,3,3,5.0,4,4.0,5,4.0,4.0,4.0,4.0,4,3,3,3,4,3,5,5,5,4.0,5,4,5,3,5,4,5,3,5,5,16,347,38,59,0,17,24,0,97,0,6,18,0,28,0,0,3192,2,276,0,26,996,0,0,0,13,223,792,278,2137,81,60,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,20.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4019.0,141,1434,81.0,1238,196.0,9.0,5457.143283
93,b,4.0,4,4.0,4,3.0,3.0,3,3,4,3.0,4,4.0,3.0,3,4,3,4.0,3,3,4,4,4,3,3.0,4.0,3.0,2,3,2,2.0,2,4,4,3,3,3,4,4,3,4,3,4,4,3,4,3,4,4,4,4,2,3,3,4,4,2,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,1,2,3,3,2,3,1,3,4.0,4,4,3,4.0,4,4,3,3.0,4,3,4.0,3,3,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,3,3,4,2,2,2.0,4,2,4,3,3,3,3,2,3,3,4,193,36,2,0,8,91,0,176,0,4,25,6,0,0,0,2524,0,206,0,80,1202,0,0,0,0,107,323,231,1174,54,24,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2279.0,78,739,54.0,673,66.0,8.0,1890.051944
78,b,4.0,4,4.0,4,4.0,3.0,3,3,4,3.0,4,4.0,4.0,4,4,4,4.0,3,3,3,3,3,3,3.0,3.0,3.0,2,3,2,2.0,2,3,4,2,2,2,1,3,1,3,1,2,4,1,3,2,2,4,3,2,2,3,2,3,2,3,1,2,3,4,4,4,3,4,3,2,3,5,4,4,4,1,1,5,4,1,1,1,3,3.0,3,4,4,4.0,4,4,3,3.0,4,3,3.0,3,3,4.0,4.0,3.0,4.0,4.0,3,3,3,4.0,3,3.0,3,2.0,3.0,3.0,3.0,3,4,3,2,3,3,3,3,2,2.0,3,2,3,3,3,3,3,3,3,3,4,267,23,21,0,1,20,0,92,0,4,1,1,0,0,0,1688,0,122,0,1,645,0,0,0,27,51,179,115,802,33,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2499.0,49,394,33.0,371,23.0,7.0,1040.42985
89,b,4.0,4,3.0,1,5.0,5.0,4,1,4,4.0,2,3.0,3.0,3,4,3,3.0,3,4,5,5,5,4,4.0,4.0,4.0,1,3,1,1.0,1,5,5,1,1,5,5,1,1,1,1,1,1,1,3,3,3,5,5,5,5,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3.0,2,3,3,4.0,4,5,2,2.0,3,2,3.0,1,1,3.0,4.0,4.0,4.0,4.0,4,3,3,3.0,3,3.0,2,1.0,2.0,3.0,2.0,3,2,2,4,3,4,5,2,4,1.0,3,1,5,1,1,1,5,1,1,1,0,289,26,22,0,0,27,1,124,0,0,9,5,0,0,0,2359,0,152,0,36,1365,0,0,0,20,31,348,83,1303,46,26,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2443.0,72,534,46.0,471,63.0,7.0,2133.637543
91,b,5.0,5,5.0,4,5.0,5.0,5,4,5,4.0,4,5.0,4.0,4,4,4,5.0,3,4,3,4,4,4,4.0,4.0,4.0,1,5,5,3.0,5,3,4,3,4,4,3,5,5,4,3,3,3,3,4,3,5,5,4,5,4,3,4,5,3,4,3,4,4,5,5,5,5,5,4,5,4,3,5,5,4,3,5,5,5,3,2,2,3,5.0,5,5,4,4.0,4,4,5,4.0,4,5,5.0,3,5,5.0,5.0,4.0,4.0,4.0,1,3,3,4.0,4,3.0,4,1.0,3.0,4.0,3.0,4,5,4,1,5,5,5,1,2,1.0,5,1,5,4,4,5,4,4,5,5,1,283,37,0,0,0,17,0,177,1,1,71,2,5,0,0,5625,0,437,0,13,2011,0,0,0,0,354,671,471,3302,156,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2373.0,212,1708,156.0,1634,74.0,7.0,3578.226571
96,b,4.0,4,4.0,5,5.0,2.0,5,4,5,5.0,5,5.0,5.0,5,5,4,4.0,4,4,1,5,4,5,3.0,4.0,3.0,3,4,4,2.0,2,4,4,3,3,4,4,4,4,3,3,2,3,4,3,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,3,4,4,5,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3.0,3,3,1,2.0,3,3,3,3.0,3,3,3.0,3,3,3.0,3.0,3.0,4.0,5.0,1,4,5,5.0,4,5.0,5,5.0,5.0,5.0,4.0,5,5,5,4,5,4,5,4,5,1.0,5,5,4,5,4,5,5,5,4,5,12,356,47,2,0,13,61,0,237,0,12,73,3,26,0,0,3140,4,284,0,42,986,0,0,0,0,338,560,248,2352,104,46,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1360.0,150,1296,104.0,1177,119.0,10.0,3416.604181
81,b,3.0,3,3.0,2,3.0,3.0,3,2,2,3.0,3,3.0,3.0,3,3,3,3.0,3,3,3,3,3,3,3.0,3.0,3.0,2,2,1,1.0,2,3,3,3,2,3,2,2,2,2,1,1,2,1,3,2,1,2,2,2,2,1,2,3,2,2,1,3,3,2,2,3,3,3,3,3,3,2,2,2,3,2,2,3,2,1,1,1,1,3.0,3,3,2,3.0,2,3,2,3.0,2,3,3.0,1,3,3.0,2.0,2.0,3.0,3.0,2,1,2,2.0,2,3.0,2,1.0,2.0,3.0,3.0,3,3,3,3,3,3,3,1,2,1.0,3,2,3,2,3,1,2,2,2,2,12,203,17,8,0,0,10,1,127,0,12,64,3,15,0,1,2301,6,178,0,10,1000,0,3,0,6,134,433,191,1644,72,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1484.0,121,879,72.0,813,66.0,5.0,2284.614201
76,b,4.0,4,5.0,4,5.0,3.0,3,3,4,4.0,3,4.0,4.0,4,4,4,4.0,4,2,3,2,3,2,2.0,2.0,2.0,4,4,4,4.0,3,4,2,4,4,2,4,3,4,3,1,3,3,2,2,1,3,4,3,3,2,2,4,4,3,1,2,2,2,3,1,2,3,2,2,2,3,3,4,4,3,1,4,4,4,1,1,1,1,2.0,3,3,3,4.0,3,2,1,2.0,2,4,4.0,2,2,2.0,2.0,2.0,2.0,3.0,4,2,2,2.0,2,2.0,2,2.0,2.0,2.0,2.0,2,2,2,4,2,3,5,4,4,2.0,3,4,3,2,5,4,4,2,5,5,21,780,36,17,0,21,42,0,156,0,8,25,4,0,0,1,2355,0,236,0,13,790,0,3,4,0,229,1340,355,3142,131,74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,14.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2944.0,205,2129,131.0,1906,223.0,9.0,9407.067557
81,b,3.0,3,5.0,4,4.0,4.0,3,3,4,4.0,4,5.0,4.0,5,4,4,4.0,4,4,3,4,3,3,4.0,3.0,3.0,2,3,3,4.0,5,3,4,1,1,3,1,4,2,4,1,1,2,1,2,1,3,4,3,3,2,1,4,4,4,2,2,1,3,4,3,4,4,3,2,2,3,2,3,4,3,1,5,3,4,1,2,1,2,5.0,4,4,4,3.0,3,3,3,4.0,3,5,4.0,3,4,3.0,4.0,3.0,3.0,4.0,2,3,4,3.0,4,3.0,4,2.0,4.0,4.0,3.0,4,4,4,2,3,4,5,3,2,2.0,4,4,4,1,1,1,4,3,4,4,26,506,59,15,0,76,168,0,202,0,9,55,11,2,0,0,3453,0,283,0,114,1424,0,0,0,12,225,563,313,1619,82,58,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2759.0,140,1241,82.0,1140,101.0,8.0,3777.060243
